video_path,binary_label,type_label
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse039_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse040_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse041_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse042_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse043_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse044_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse045_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse046_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse047_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse048_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse049_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Abuse\Abuse050_x264.mp4,1,0
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest001_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest002_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest003_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest004_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest005_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest006_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest007_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest008_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest009_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest010_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest011_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest012_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest013_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest014_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest015_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest016_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest017_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest018_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest019_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest020_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest021_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest022_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest023_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest024_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest025_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest026_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest027_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest028_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest029_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest030_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest031_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest032_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest033_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest034_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest035_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest036_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest037_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest038_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest039_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest040_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest041_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest042_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest043_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest044_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest046_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest047_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest048_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest049_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest050_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arrest\Arrest051_x264.mp4,1,1
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson001_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson002_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson003_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson005_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson006_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson007_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson008_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson009_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson010_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson011_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson012_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson013_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson014_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson015_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson016_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson017_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson018_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson019_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson020_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson021_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson022_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson023_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson024_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson025_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson026_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson027_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson028_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson029_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson030_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson031_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson032_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson034_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson035_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson036_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson037_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson038_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson039_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson040_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson041_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson042_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson044_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson045_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson046_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson047_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson048_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson049_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson050_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson051_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson052_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Arson\Arson053_x264.mp4,1,2
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault001_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault002_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault003_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault004_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault005_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault006_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault007_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault008_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault009_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault010_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault011_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault012_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault013_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault014_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault015_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault016_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault017_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault018_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault019_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault020_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault022_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault023_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault024_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault025_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault026_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault027_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault028_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault029_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault030_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault031_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault032_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault033_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault034_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault035_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault036_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault037_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault038_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault039_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault040_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault041_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault042_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault044_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault045_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault046_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault047_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault048_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault049_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault050_x264.mp4,1,3
C:\Users\shrit\Desktop\Ml_Projects\HackTheNest\anomaly-detection-dataset-UCF\videos\Assault\Assault051_x264.mp4,1,3
